Age,Annual_Income,CIBIL_Score,Employment_Type,Work_Experience_Years,Loan_Amount_Requested,Loan_Purpose,Existing_Loans,Credit_History_Years,Monthly_Debt,Dependents,Education_Level,Property_Ownership,City_Tier,Monthly_Income,Debt_to_Income_Ratio,Loan_to_Income_Ratio,Age_Income_Product,Experience_to_Age_Ratio,Loan_Approved
22,1144826,762,Business,32,240108,Home,0,23,32622,1,Master,Owned,3,95402.16666666667,0.3419419195580813,0.2097331821604331,25.186172,1.4545454545454546,1
44,1144826,762,Self-Employed,16,240108,Home,2,13,42442,3,Master,Owned,2,95402.16666666667,0.4448745922961218,0.2097331821604331,50.372344,0.36363636363636365,1
30,1144826,762,Business,39,240108,Personal,0,23,4483,1,High School,Owned,1,95402.16666666667,0.04699054703509529,0.2097331821604331,34.34478,1.3,1
58,1144826,762,Business,5,240108,Education,1,13,89962,0,Bachelor,Rented,1,95402.16666666667,0.9429764872565787,0.2097331821604331,66.399908,0.08620689655172414,1
42,1144826,762,Self-Employed,33,240108,Home,1,23,8536,2,Bachelor,Rented,1,95402.16666666667,0.08947385890956354,0.2097331821604331,48.082692,0.7857142857142857,1
46,1144826,762,Salaried,25,240108,Personal,0,12,71019,4,Bachelor,Owned,3,95402.16666666667,0.744417055517607,0.2097331821604331,52.661996,0.5434782608695652,1
63,1144826,762,Salaried,30,240108,Home,1,11,5395,2,Master,Rented,3,95402.16666666667,0.0565500783525182,0.2097331821604331,72.124038,0.47619047619047616,1
59,1144826,762,Business,27,240108,Education,0,22,97303,3,Master,Mortgaged,2,95402.16666666667,1.0,0.2097331821604331,67.544734,0.4576271186440678,1
47,1144826,762,Self-Employed,35,240108,Education,0,6,76625,0,Bachelor,Rented,3,95402.16666666667,0.8031788236815026,0.2097331821604331,53.806822,0.7446808510638298,1
49,1144826,762,Self-Employed,12,240108,Home,2,5,40229,2,Master,Rented,2,95402.16666666667,0.42167805413224363,0.2097331821604331,56.096474,0.24489795918367346,1
58,1144826,762,Salaried,20,240108,Vehicle,0,22,72008,0,High School,Owned,1,95402.16666666667,0.7547836963870491,0.2097331821604331,66.399908,0.3448275862068966,1
40,1144826,762,Salaried,25,240108,Vehicle,0,8,39920,2,Bachelor,Rented,1,95402.16666666667,0.4184391339819326,0.2097331821604331,45.79304,0.625,1
47,1144826,762,Salaried,30,240108,Home,1,20,19500,2,High School,Mortgaged,1,95402.16666666667,0.2043978735633188,0.2097331821604331,53.806822,0.6382978723404256,1
61,1144826,762,Salaried,15,240108,Home,2,15,15764,0,Master,Rented,3,95402.16666666667,0.1652373373770337,0.2097331821604331,69.834386,0.2459016393442623,1
40,1144826,762,Business,30,240108,Home,1,8,89928,2,Bachelor,Rented,1,95402.16666666667,0.9426201012206221,0.2097331821604331,45.79304,0.75,1
64,1144826,762,Salaried,12,240108,Business,2,13,67265,2,High School,Rented,3,95402.16666666667,0.7050678443711096,0.2097331821604331,73.268864,0.1875,0
39,1144826,762,Salaried,29,240108,Personal,2,8,34671,3,Bachelor,Mortgaged,1,95402.16666666667,0.3634194191955808,0.2097331821604331,44.648214,0.7435897435897436,1
40,1144826,762,Salaried,31,240108,Home,1,3,26071,3,Master,Owned,3,95402.16666666667,0.2732747159830402,0.2097331821604331,45.79304,0.775,1
55,1144826,762,Salaried,4,240108,Vehicle,1,8,85025,3,High School,Rented,1,95402.16666666667,0.89122713844724,0.2097331821604331,62.96543,0.07272727272727272,1
22,1144826,762,Salaried,11,240108,Personal,0,7,5257,3,Bachelor,Owned,3,95402.16666666667,0.055103570324223944,0.2097331821604331,25.186172,0.5,1
50,1144826,762,Business,38,240108,Education,1,13,82304,1,Bachelor,Owned,2,95402.16666666667,0.8627057736284814,0.2097331821604331,57.2413,0.76,1
54,1144826,762,Self-Employed,36,240108,Business,3,4,30882,3,Bachelor,Rented,2,95402.16666666667,0.32370334007089285,0.2097331821604331,61.820604,0.6666666666666666,1
42,1144826,762,Self-Employed,3,240108,Business,2,15,14696,2,Bachelor,Mortgaged,2,95402.16666666667,0.15404262307110425,0.2097331821604331,48.082692,0.07142857142857142,1
23,1144826,762,Business,28,240108,Home,0,9,7670,2,High School,Mortgaged,1,95402.16666666667,0.08039649693490539,0.2097331821604331,26.330998,1.2173913043478262,1
26,1144826,762,Business,4,240108,Personal,2,2,5686,0,Master,Owned,2,95402.16666666667,0.059600323542616955,0.2097331821604331,29.765476,0.15384615384615385,1
35,1144826,762,Salaried,10,240108,Education,2,8,46659,0,Bachelor,Owned,3,95402.16666666667,0.4890769426969688,0.2097331821604331,40.06891,0.2857142857142857,1
47,1144826,762,Salaried,29,240108,Home,0,2,13956,0,Master,Rented,1,95402.16666666667,0.14628598581793215,0.2097331821604331,53.806822,0.6170212765957447,1
30,1144826,762,Salaried,8,240108,Home,1,18,92758,0,Master,Rented,2,95402.16666666667,0.9722839977428884,0.2097331821604331,34.34478,0.26666666666666666,1
29,1144826,762,Salaried,27,240108,Personal,3,18,28129,1,Bachelor,Rented,2,95402.16666666667,0.29484655310064584,0.2097331821604331,33.199954,0.9310344827586207,1
53,1144826,762,Salaried,21,240108,Business,0,0,53698,1,Bachelor,Rented,3,95402.16666666667,0.5628593340822099,0.2097331821604331,60.675778,0.39622641509433965,1
52,1144826,762,Salaried,10,240108,Business,0,21,66322,0,Bachelor,Rented,2,95402.16666666667,0.6951833728444322,0.2097331821604331,59.530952,0.19230769230769232,1
26,1144826,762,Salaried,20,240108,Business,1,18,3370,2,High School,Rented,2,95402.16666666667,0.03532414532863509,0.2097331821604331,29.765476,0.7692307692307693,1
61,1144826,762,Business,5,240108,Vehicle,0,14,69158,1,Master,Owned,2,95402.16666666667,0.7249101610201025,0.2097331821604331,69.834386,0.08196721311475409,1
56,1144826,762,Self-Employed,25,240108,Home,1,18,86421,0,Master,Owned,1,95402.16666666667,0.9058599298059268,0.2097331821604331,64.110256,0.44642857142857145,1
22,1144826,762,Salaried,15,240108,Personal,0,24,21296,2,High School,Owned,2,95402.16666666667,0.22322344181561216,0.2097331821604331,25.186172,0.6818181818181818,1
49,1144826,762,Self-Employed,13,240108,Personal,1,6,38201,0,High School,Owned,3,95402.16666666667,0.4004206752816585,0.2097331821604331,56.096474,0.2653061224489796,1
24,1144826,762,Self-Employed,34,240108,Education,2,23,52775,2,High School,Mortgaged,3,95402.16666666667,0.5531845014002128,0.2097331821604331,27.475824,1.4166666666666667,0
21,1144826,762,Salaried,35,240108,Business,2,0,73321,2,Bachelor,Owned,3,95402.16666666667,0.7685464865403127,0.2097331821604331,24.041346,1.6666666666666667,0
39,1144826,762,Self-Employed,21,240108,Personal,0,23,5902,1,PhD,Owned,2,95402.16666666667,0.06186442306516449,0.2097331821604331,44.648214,0.5384615384615384,1
46,1144826,762,Salaried,1,240108,Personal,2,15,64569,2,High School,Mortgaged,2,95402.16666666667,0.6768085281082016,0.2097331821604331,52.661996,0.021739130434782608,0
45,1144826,762,Salaried,12,240108,Education,1,7,85342,0,Bachelor,Mortgaged,2,95402.16666666667,0.8945499141354232,0.2097331821604331,51.51717,0.26666666666666666,1
30,1144826,762,Salaried,10,240108,Education,3,11,95731,0,Bachelor,Owned,2,95402.16666666667,1.0,0.2097331821604331,34.34478,0.3333333333333333,0
35,1144826,762,Salaried,11,240108,Home,0,23,16439,2,Master,Rented,2,95402.16666666667,0.17231264838499474,0.2097331821604331,40.06891,0.3142857142857143,1
42,1144826,762,Salaried,32,240108,Vehicle,1,5,11366,2,Bachelor,Owned,1,95402.16666666667,0.1191377554318298,0.2097331821604331,48.082692,0.7619047619047619,1
41,1144826,762,Salaried,21,240108,Home,0,9,88016,0,Master,Rented,3,95402.16666666667,0.9225786276691829,0.2097331821604331,46.937866,0.5121951219512195,1
42,1144826,762,Business,8,240108,Home,1,13,64886,4,Master,Rented,1,95402.16666666667,0.6801313037963848,0.2097331821604331,48.082692,0.19047619047619047,1
56,1144826,762,Self-Employed,6,240108,Personal,0,4,37939,1,Bachelor,Rented,1,95402.16666666667,0.3976744064163462,0.2097331821604331,64.110256,0.10714285714285714,1
54,1144826,762,Self-Employed,16,240108,Education,2,3,13300,3,Bachelor,Mortgaged,1,95402.16666666667,0.13940983171241741,0.2097331821604331,61.820604,0.2962962962962963,1
50,1144826,762,Self-Employed,9,240108,Vehicle,1,24,84940,1,Bachelor,Owned,2,95402.16666666667,0.8903361733573486,0.2097331821604331,57.2413,0.18,1
45,1144826,762,Self-Employed,37,240108,Vehicle,2,22,52452,2,Bachelor,Rented,2,95402.16666666667,0.5497988340586255,0.2097331821604331,51.51717,0.8222222222222222,0
48,1144826,762,Salaried,38,240108,Education,1,13,78817,0,Bachelor,Rented,2,95402.16666666667,0.8261552410584665,0.2097331821604331,54.951648,0.7916666666666666,1
21,1144826,762,Business,24,240108,Personal,0,16,29791,3,High School,Rented,2,95402.16666666667,0.312267541093581,0.2097331821604331,24.041346,1.1428571428571428,1
24,1144826,762,Self-Employed,26,240108,Personal,0,0,87799,0,Bachelor,Owned,3,95402.16666666667,0.9203040462044013,0.2097331821604331,27.475824,1.0833333333333333,1
27,1144826,762,Salaried,29,240108,Vehicle,1,16,1431,4,Bachelor,Rented,1,95402.16666666667,0.014999659336877394,0.2097331821604331,30.910302,1.0740740740740742,1
29,1144826,762,Salaried,29,240108,Home,3,19,57725,1,Bachelor,Rented,1,95402.16666666667,0.6050701154585937,0.2097331821604331,33.199954,1.0,1
56,1144826,762,Self-Employed,33,240108,Personal,2,8,46756,0,Bachelor,Rented,1,95402.16666666667,0.49009369109366835,0.2097331821604331,64.110256,0.5892857142857143,1
39,1144826,762,Salaried,32,240108,Education,2,15,76477,2,High School,Rented,1,95402.16666666667,0.8016274962308683,0.2097331821604331,44.648214,0.8205128205128205,0
21,1144826,762,Salaried,31,240108,Home,1,2,60420,3,High School,Mortgaged,1,95402.16666666667,0.6333189497792677,0.2097331821604331,24.041346,1.4761904761904763,0
30,1144826,762,Salaried,11,240108,Personal,0,9,69291,1,Bachelor,Owned,3,95402.16666666667,0.7263042593372268,0.2097331821604331,34.34478,0.36666666666666664,1
56,1144826,762,Business,22,240108,Personal,0,16,55254,0,Bachelor,Rented,3,95402.16666666667,0.5791692361983393,0.2097331821604331,64.110256,0.39285714285714285,1
29,1144826,762,Salaried,28,240108,Vehicle,2,15,41265,3,High School,Rented,2,95402.16666666667,0.4325373462866846,0.2097331821604331,33.199954,0.9655172413793104,1
62,1144826,762,Salaried,0,240108,Vehicle,0,0,39892,2,Bachelor,Rented,2,95402.16666666667,0.41814563959938017,0.2097331821604331,70.979212,0.0,0
52,1144826,762,Salaried,19,240108,Personal,0,18,640,0,Bachelor,Mortgaged,2,95402.16666666667,0.006708443029770463,0.2097331821604331,59.530952,0.36538461538461536,1
52,1144826,762,Self-Employed,9,240108,Vehicle,1,14,60863,3,PhD,Rented,3,95402.16666666667,0.6379624501889369,0.2097331821604331,59.530952,0.17307692307692307,1
26,1144826,762,Business,18,240108,Home,0,6,28108,2,Master,Mortgaged,3,95402.16666666667,0.2946264323137315,0.2097331821604331,29.765476,0.6923076923076923,1
58,1144826,762,Salaried,22,240108,Education,1,7,64755,1,Bachelor,Owned,2,95402.16666666667,0.6787581693637286,0.2097331821604331,66.399908,0.3793103448275862,1
37,1144826,762,Salaried,20,240108,Personal,0,3,38635,1,PhD,Rented,2,95402.16666666667,0.4049698382112216,0.2097331821604331,42.358562,0.5405405405405406,1
30,1144826,762,Salaried,34,240108,Business,0,11,58624,2,Bachelor,Rented,3,95402.16666666667,0.6144933815269744,0.2097331821604331,34.34478,1.1333333333333333,1
47,1144826,762,Self-Employed,31,240108,Business,0,1,56320,1,High School,Rented,1,95402.16666666667,0.5903429866198007,0.2097331821604331,53.806822,0.6595744680851063,1
55,1144826,762,Self-Employed,9,240108,Home,2,6,52173,2,High School,Owned,3,95402.16666666667,0.546874372175335,0.2097331821604331,62.96543,0.16363636363636364,1
41,1144826,762,Self-Employed,1,240108,Vehicle,1,24,21996,0,Master,Rented,3,95402.16666666667,0.23056080137942359,0.2097331821604331,46.937866,0.024390243902439025,1
45,1144826,762,Salaried,35,240108,Home,0,5,50995,0,Bachelor,Rented,2,95402.16666666667,0.5345266442236637,0.2097331821604331,51.51717,0.7777777777777778,1
48,1144826,762,Salaried,5,240108,Business,0,1,97636,1,PhD,Mortgaged,2,95402.16666666667,1.0,0.2097331821604331,54.951648,0.10416666666666667,1
35,1144826,762,Salaried,16,240108,Home,3,24,33320,3,Bachelor,Rented,2,95402.16666666667,0.34925831523742473,0.2097331821604331,40.06891,0.45714285714285713,1
24,1144826,762,Business,14,240108,Business,1,6,22334,3,High School,Owned,1,95402.16666666667,0.23410369785452112,0.2097331821604331,27.475824,0.5833333333333334,1
49,1144826,762,Self-Employed,35,240108,Home,1,24,99245,1,Bachelor,Rented,1,95402.16666666667,1.0,0.2097331821604331,56.096474,0.7142857142857143,1
29,1144826,762,Self-Employed,23,240108,Personal,1,1,65812,2,Bachelor,Rented,2,95402.16666666667,0.6898375823050839,0.2097331821604331,33.199954,0.7931034482758621,1
47,1144826,762,Business,39,240108,Vehicle,1,3,32704,2,Master,Owned,2,95402.16666666667,0.3428014388212706,0.2097331821604331,53.806822,0.8297872340425532,1
46,1144826,762,Business,28,240108,Business,2,15,80090,1,Bachelor,Owned,3,95402.16666666667,0.8394987535223692,0.2097331821604331,52.661996,0.6086956521739131,1
39,1144826,762,Salaried,13,240108,Business,2,5,24946,2,Bachelor,Mortgaged,2,95402.16666666667,0.2614825309697718,0.2097331821604331,44.648214,0.3333333333333333,1
48,1144826,762,Salaried,1,240108,Business,0,9,10291,2,Bachelor,Rented,2,95402.16666666667,0.10786966753026224,0.2097331821604331,54.951648,0.020833333333333332,1
37,1144826,762,Business,21,240108,Personal,2,22,86481,1,Bachelor,Mortgaged,1,95402.16666666667,0.9064888463399677,0.2097331821604331,42.358562,0.5675675675675675,1
63,1144826,762,Business,5,240108,Vehicle,2,13,13091,1,Bachelor,Rented,2,95402.16666666667,0.137219105785508,0.2097331821604331,72.124038,0.07936507936507936,1
61,1144826,762,Salaried,8,240108,Business,1,2,46580,4,Bachelor,Mortgaged,2,95402.16666666667,0.4882488692604815,0.2097331821604331,69.834386,0.13114754098360656,1
62,1144826,762,Business,11,240108,Personal,1,13,25186,1,Master,Rented,2,95402.16666666667,0.26399819710593575,0.2097331821604331,70.979212,0.1774193548387097,1
40,1144826,762,Salaried,38,240108,Education,2,10,98371,0,Master,Owned,2,95402.16666666667,1.0,0.2097331821604331,45.79304,0.95,1
60,1144826,762,Salaried,4,240108,Vehicle,2,10,85240,3,Bachelor,Mortgaged,2,95402.16666666667,0.8934807560275535,0.2097331821604331,68.68956,0.06666666666666667,0
59,1144826,762,Salaried,39,240108,Business,0,20,1793,3,High School,Owned,3,95402.16666666667,0.018794122425591312,0.2097331821604331,67.544734,0.6610169491525424,1
43,1144826,762,Self-Employed,0,240108,Home,1,10,52066,0,Bachelor,Owned,2,95402.16666666667,0.5457528043562951,0.2097331821604331,49.227518,0.0,1
52,1144826,762,Self-Employed,9,240108,Education,3,3,82257,3,Bachelor,Rented,2,95402.16666666667,0.8622131223434827,0.2097331821604331,59.530952,0.17307692307692307,0
53,1144826,762,Self-Employed,10,240108,Business,1,4,26049,3,High School,Owned,3,95402.16666666667,0.27304411325389183,0.2097331821604331,60.675778,0.18867924528301888,1
25,1144826,762,Salaried,26,240108,Home,3,5,21318,1,Bachelor,Rented,2,95402.16666666667,0.2234540445447605,0.2097331821604331,28.62065,1.04,1
63,1144826,762,Salaried,22,240108,Vehicle,2,21,33533,1,Bachelor,Mortgaged,2,95402.16666666667,0.3514909689332702,0.2097331821604331,72.124038,0.3492063492063492,1
54,1144826,762,Business,19,240108,Personal,1,13,97630,0,Bachelor,Owned,3,95402.16666666667,1.0,0.2097331821604331,61.820604,0.35185185185185186,1
60,1144826,762,Salaried,4,240108,Personal,1,6,74344,2,Bachelor,Rented,1,95402.16666666667,0.7792695134457114,0.2097331821604331,68.68956,0.06666666666666667,0
31,1144826,762,Self-Employed,12,240108,Home,1,5,23777,2,Master,Rented,2,95402.16666666667,0.2492291404982067,0.2097331821604331,35.489606,0.3870967741935484,1
23,1144826,762,Self-Employed,9,240108,Home,1,13,10502,0,Bachelor,Owned,1,95402.16666666667,0.11008135734163968,0.2097331821604331,26.330998,0.391304347826087,1
53,1144826,762,Self-Employed,35,240108,Personal,1,21,64172,0,Master,Owned,3,95402.16666666667,0.672647197041297,0.2097331821604331,60.675778,0.660377358490566,1
31,1144826,762,Business,15,240108,Education,2,15,18557,1,Master,Rented,2,95402.16666666667,0.19451340203664136,0.2097331821604331,35.489606,0.4838709677419355,1
36,1144826,762,Salaried,6,240108,Personal,0,3,43100,1,Bachelor,Mortgaged,3,95402.16666666667,0.4517717102861046,0.2097331821604331,41.213736,0.16666666666666666,1
38,1144826,762,Self-Employed,31,240108,Education,2,17,76920,3,Master,Rented,2,95402.16666666667,0.8062709966405375,0.2097331821604331,43.503388,0.8157894736842105,1
50,1144826,762,Salaried,24,240108,Personal,1,6,62688,0,Bachelor,Owned,1,95402.16666666667,0.6570919947660168,0.2097331821604331,57.2413,0.48,1
30,1144826,762,Salaried,25,240108,Business,2,22,28162,3,Bachelor,Rented,1,95402.16666666667,0.2951924571943684,0.2097331821604331,34.34478,0.8333333333333334,1
38,1144826,762,Salaried,35,240108,Vehicle,1,18,68255,3,Bachelor,Rented,3,95402.16666666667,0.7154449671827858,0.2097331821604331,43.503388,0.9210526315789473,1
58,1144826,762,Salaried,27,240108,Personal,2,13,83666,0,Bachelor,Rented,3,95402.16666666667,0.8769821789512118,0.2097331821604331,66.399908,0.46551724137931033,0
39,1144826,762,Business,11,240108,Business,1,14,39235,4,Bachelor,Owned,1,95402.16666666667,0.4112590035516314,0.2097331821604331,44.648214,0.28205128205128205,1
56,1144826,762,Self-Employed,25,240108,Business,0,20,63881,1,Bachelor,Owned,2,95402.16666666667,0.6695969518511983,0.2097331821604331,64.110256,0.44642857142857145,1
33,1144826,762,Salaried,3,240108,Education,1,5,14097,2,Bachelor,Mortgaged,2,95402.16666666667,0.14776393967292845,0.2097331821604331,37.779258,0.09090909090909091,1
23,1144826,762,Salaried,22,240108,Home,2,9,99508,2,Master,Owned,1,95402.16666666667,1.0,0.2097331821604331,26.330998,0.9565217391304348,1
30,1144826,762,Salaried,39,240108,Home,1,24,16971,3,High School,Mortgaged,2,95402.16666666667,0.17788904165349143,0.2097331821604331,34.34478,1.3,1
58,1144826,762,Self-Employed,23,240108,Vehicle,1,2,99210,2,High School,Owned,2,95402.16666666667,1.0,0.2097331821604331,66.399908,0.39655172413793105,1
21,1144826,762,Self-Employed,30,240108,Home,0,12,44703,2,Master,Owned,2,95402.16666666667,0.4685742636872328,0.2097331821604331,24.041346,1.4285714285714286,1
47,1144826,762,Salaried,29,240108,Home,3,18,86533,1,High School,Rented,2,95402.16666666667,0.9070339073361366,0.2097331821604331,53.806822,0.6170212765957447,0
28,1144826,762,Salaried,2,240108,Home,0,20,18085,2,Bachelor,Owned,3,95402.16666666667,0.18956592530218566,0.2097331821604331,32.055128,0.07142857142857142,1
62,1144826,762,Salaried,15,240108,Personal,1,17,53046,0,Bachelor,Mortgaged,3,95402.16666666667,0.5560251077456312,0.2097331821604331,70.979212,0.24193548387096775,1
37,1144826,762,Salaried,33,240108,Education,1,2,59291,1,Master,Owned,2,95402.16666666667,0.6214848369970633,0.2097331821604331,42.358562,0.8918918918918919,1
29,1144826,762,Self-Employed,37,240108,Education,2,21,49945,2,Bachelor,Rented,2,95402.16666666667,0.5235206048779465,0.2097331821604331,33.199954,1.2758620689655173,1
26,1144826,762,Salaried,27,240108,Home,1,2,63687,0,High School,Rented,3,95402.16666666667,0.6675634550577991,0.2097331821604331,29.765476,1.0384615384615385,1
